6.1832, 9.769
6.1922, 9.7553
6.2012, 9.7553
6.2103, 9.7418
6.2193, 9.7283
6.2284, 9.7147
6.2374, 9.7147
6.2465, 9.701
6.2555, 9.6875
6.2646, 9.6739
6.2736, 9.6739
6.2827, 9.6602
6.2917, 9.6467
6.3008, 9.6467
6.3098, 9.6332
6.3188, 9.6196
6.3279, 9.6059
6.3369, 9.6059
6.346, 9.5924
6.355, 9.5788
6.3641, 9.5788
6.3731, 9.5652
6.3822, 9.5516
6.3912, 9.5516
6.4003, 9.538
6.4093, 9.5245
6.4183, 9.5109
6.4274, 9.5109
6.4364, 9.4973
6.4455, 9.4837
6.4545, 9.4837
6.4636, 9.4701
6.4726, 9.4565
6.4817, 9.4565
6.4907, 9.4429
6.4998, 9.4293
6.5088, 9.4293
6.5179, 9.4158
6.5269, 9.4022
6.536, 9.4022
6.545, 9.3886
6.554, 9.375
6.5631, 9.375
6.5721, 9.3614
6.5812, 9.3614
6.5901, 9.3477
6.5993, 9.3342
6.6082, 9.3342
6.6174, 9.3207
6.6263, 9.3071
6.6355, 9.3071
6.6444, 9.2934
6.6536, 9.2799
6.6625, 9.2799
6.6717, 9.2663
6.6806, 9.2527
6.6898, 9.2527
6.6987, 9.2391
6.7079, 9.2391
6.7168, 9.2255
6.7259, 9.212
6.7349, 9.212
6.744, 9.1984
6.753, 9.1848
6.7621, 9.1848
6.7711, 9.1712
6.7802, 9.1712
6.7893, 9.1576
6.7983, 9.144
6.8074, 9.144
6.8164, 9.1304
6.8255, 9.1304
6.8345, 9.1168
6.8436, 9.1033
6.8526, 9.1033
6.8617, 9.0897
6.8707, 9.0897
6.8798, 9.0761
6.8888, 9.0625
6.8978, 9.0625
6.9069, 9.0489
6.9159, 9.0489
6.925, 9.0352
6.934, 9.0217
6.9431, 9.0217
6.9521, 9.0082
6.9612, 9.0082
6.9702, 8.9946
6.9792, 8.9809
6.9883, 8.9809
6.9973, 8.9674
7.0064, 8.9674
7.0155, 8.9538
7.0245, 8.9538
7.0336, 8.9402
7.0426, 8.9266
7.0517, 8.9266
7.0607, 8.913
7.0698, 8.913
7.0788, 8.8995
7.0879, 8.8995
7.0969, 8.8859
7.1059, 8.8723
7.115, 8.8723
7.124, 8.8587
7.1331, 8.8587
7.1421, 8.8451
7.1512, 8.8451
7.1602, 8.8315
7.1693, 8.8178
7.1783, 8.8178
7.1874, 8.8043
7.1964, 8.8043
7.2055, 8.7908
7.2145, 8.7908
7.2236, 8.7772
7.2326, 8.7635
7.2417, 8.7635
7.2507, 8.75
7.2598, 8.75
7.2688, 8.7364
7.2779, 8.7364
7.2869, 8.7227
7.2959, 8.7092
7.305, 8.7092
7.314, 8.6957
7.3231, 8.6957
7.3321, 8.6821
7.3412, 8.6821
7.3502, 8.6684
7.3593, 8.6549
7.3683, 8.6549
7.3774, 8.6413
7.3864, 8.6413
7.3955, 8.6277
7.4045, 8.6141
7.4136, 8.6141
7.4226, 8.6005
7.4317, 8.6005
7.4407, 8.587
7.4498, 8.5734
7.4588, 8.5734
7.4679, 8.5598
7.4769, 8.5598
7.486, 8.5462
7.495, 8.5326
7.504, 8.5326
7.5131, 8.519
7.5221, 8.519
7.5312, 8.5053
7.5402, 8.4918
7.5493, 8.4918
7.5583, 8.4783
7.5674, 8.4783
7.5764, 8.4647
7.5855, 8.4511
7.5945, 8.4511
7.6036, 8.4375
7.6126, 8.4375
7.6217, 8.4239
7.6307, 8.4102
7.6398, 8.4102
7.6488, 8.3967
7.6579, 8.3967
7.6669, 8.3832
7.6759, 8.3696
7.685, 8.3696
7.694, 8.3559
7.7031, 8.3559
7.7121, 8.3424
7.7212, 8.3424
7.7302, 8.3288
7.7393, 8.3152
7.7483, 8.3152
7.7574, 8.3016
7.7664, 8.3016
7.7755, 8.288
7.7845, 8.2745
7.7936, 8.2745
7.8026, 8.2609
7.8117, 8.2609
7.8207, 8.2473
7.8298, 8.2473
7.8388, 8.2337
7.8479, 8.2337
7.8569, 8.2201
7.8659, 8.2065
7.875, 8.2065
